title,author,avg_rating,genre,price,currency,cover_url,link,published_year_goodreads_x,ratings_count,published_year_goodreads_y,cluster_k3,cluster_k4,published_year_goodreads
Disgrace,J.M. Coetzee,3.83,Fiction,8.99,NAN,http://books.google.com/books/content?id=fvdjAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/6192.Disgrace,1999.0,50422.0,1999.0,0,0,1999.0
"Divergent (Divergent, #1)",Veronica Roth,4.13,Young Adult Fiction,8.99,EUR,http://books.google.com/books/content?id=nv9lZM_0RI4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13335037-divergent,2011.0,1903563.0,2011.0,1,1,2011.0
Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,3.79,Fiction,8.99,NAN,http://books.google.com/books/content?id=5OqJGRyguSwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood,1996.0,465676.0,1996.0,0,0,1996.0
Do Androids Dream of Electric Sheep?,Philip K. Dick,4.09,Fiction,14.16,EUR,http://books.google.com/books/content?id=jUX8N9kiCiQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/36402034-do-androids-dream-of-electric-sheep,,,,1,1,
Doctor Zhivago,Boris Pasternak,4.01,Fiction,8.99,NAN,http://books.google.com/books/content?id=ZPCMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/130440.Doctor_Zhivago,,,,0,1,
Don Quixote,Miguel de Cervantes Saavedra,3.91,Unknown,8.99,NAN,http://books.google.com/books/content?id=oXLoIWxMdrIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3836.Don_Quixote,,,,0,0,
Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,3.83,London (England),8.99,NAN,http://books.google.com/books/content?id=xZHv4CWgWaEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/51496.Dr_Jekyll_and_Mr_Hyde,,,,0,0,
Dracula,Bram Stoker,4.02,Fiction,1.99,EUR,http://books.google.com/books/content?id=ELHiCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/17245.Dracula,,,,0,1,
"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,4.34,Fiction,8.99,NAN,http://books.google.com/books/content?id=AloV16fwhZkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/5364.Dragonfly_in_Amber,1992.0,178110.0,1992.0,1,3,1992.0
"Dreamfever (Fever, #4)",Karen Marie Moning,4.43,Fiction,8.99,NAN,http://books.google.com/books/content?id=lSlIEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6050298-dreamfever,2009.0,68816.0,2009.0,1,3,2009.0
"Drums of Autumn (Outlander, #4)",Diana Gabaldon,4.34,Fiction,8.99,EUR,http://books.google.com/books/content?id=3nyUar3bx0QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/40909452-drums-of-autumn,1996.0,123736.0,1996.0,1,3,1996.0
Dubliners,James Joyce,4.11,Fiction,8.99,NAN,http://books.google.com/books/content?id=WkqR7nM198QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/11012.Dubliners,,,,1,1,
Dune (Dune #1),Frank Herbert,4.29,Fiction,8.99,NAN,http://books.google.com/books/content?id=huy3EAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/44767458-dune,,,,1,3,
East of Eden,John Steinbeck,4.43,Fiction,8.99,NAN,http://books.google.com/books/content?id=OPy6E5ZhXs0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/4406.East_of_Eden,1952.0,320919.0,1952.0,1,3,1952.0
"Easy (Contours of the Heart, #1)",Tammara Webber,4.11,Fiction,7.27,EUR,http://books.google.com/books/content?id=tELHEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/16056408-easy,2012.0,133937.0,2012.0,1,1,2012.0
"Eat, Pray, Love",Elizabeth Gilbert,3.64,Biography & Autobiography,9.09,EUR,http://books.google.com/books/content?id=EbquUB1D6B8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/19501.Eat_Pray_Love,2006.0,1181647.0,2006.0,0,0,2006.0
"Eclipse (The Twilight Saga, #3)",Stephenie Meyer,4.11,Unknown,8.99,NAN,http://books.google.com/books/content?id=9hjPQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/428263.Eclipse,,,,1,1,
Educated,Tara Westover,4.11,Biography & Autobiography,8.99,NAN,http://books.google.com/books/content?id=2ObWDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/35133922-educated,,,,1,1,
"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,4.05,Juvenile Fiction,8.99,NAN,http://books.google.com/books/content?id=FxsdAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/45978.Eldest,2005.0,250000.0,2005.0,1,1,2005.0
Eleanor & Park,Rainbow Rowell,3.93,Unknown,8.99,NAN,http://books.google.com/books/content?id=-bGqywEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/15745753-eleanor-park,2013.0,514312.0,2013.0,0,0,2013.0
Eleanor Oliphant Is Completely Fine,Gail Honeyman,4.11,Fiction,8.99,NAN,http://books.google.com/books/content?id=56aFswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/31434883-eleanor-oliphant-is-completely-fine,,,,1,1,
Eleven Minutes,Paulo Coelho,4.11,Brazil,8.99,NAN,http://books.google.com/books/content?id=FGRFHwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/1430.Eleven_Minutes,,,,1,1,
"Ella Enchanted (Ella Enchanted, #1)",Gail Carson Levine,4.02,Juvenile Fiction,8.99,NAN,http://books.google.com/books/content?id=yA6ffwWxuk8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/24337.Ella_Enchanted,,,,0,1,
Emma,Jane Austen,4.11,Unknown,8.99,NAN,http://books.google.com/books/content?id=b7MXAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6969.Emma,,,,1,1,
"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,4.58,Fiction,10.04,EUR,http://books.google.com/books/content?id=dMwAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/28260587-empire-of-storms,2016.0,63322.0,2016.0,1,3,2016.0
"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,4.11,Fiction,6.95,EUR,http://books.google.com/books/content?id=PpEz47zsLEwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/9532.Ender_s_Shadow,,,,1,1,
"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,4.31,Fiction,8.99,NAN,http://books.google.com/books/content?id=_ZghmgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/375802.Ender_s_Game,,,,1,3,
Eragon (The Inheritance Cycle #1),Christopher Paolini,3.96,Young Adult Fiction,8.99,NAN,http://books.google.com/books/content?id=gabGYKgIQr8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/113436.Eragon,,,,0,1,
Ethan Frome,Edith Wharton,3.35,Fiction,8.99,NAN,http://books.google.com/books/content?id=BNezAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/5246.Ethan_Frome,1911.0,72421.0,1911.0,0,0,1911.0
Eugene Onegin,Alexander Pushkin,4.11,Fiction,8.99,NAN,http://books.google.com/books/content?id=mawDH06yv3kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/27822.Eugene_Onegin,,,,1,1,
"Evermore (The Immortals, #1)",Alyson Noel,3.59,Juvenile Fiction,10.99,EUR,http://books.google.com/books/content?id=EJFfFUf5ZUUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3975774-evermore,2009.0,230031.0,2009.0,0,0,2009.0
"Every Day (Every Day, #1)",David Levithan,3.99,Religion,8.99,NAN,http://books.google.com/books/content?id=Uqqf9HA5BG8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13262783-every-day,2012.0,121863.0,2012.0,0,1,2012.0
Everything is Illuminated,Jonathan Safran Foer,3.9,Fiction,8.99,EUR,http://books.google.com/books/content?id=We4BgImVepgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/256566.Everything_is_Illuminated,2002.0,131492.0,2002.0,0,0,2002.0
"Everything, Everything",Nicola Yoon,4.11,Young Adult Fiction,8.99,EUR,http://books.google.com/books/content?id=DNnvCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18692431-everything-everything,,,,1,1,
Exodus,Leon Uris,4.33,Unknown,8.99,NAN,,https://www.goodreads.com/book/show/42697.Exodus,1958.0,77258.0,1958.0,1,3,1958.0
Extremely Loud & Incredibly Close,Jonathan Safran Foer,3.97,Fiction,8.99,NAN,http://books.google.com/books/content?id=px2Qtftc-eUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/4588.Extremely_Loud_Incredibly_Close,,,,0,1,
"Fablehaven (Fablehaven, #1)",Brandon Mull,4.08,Juvenile Fiction,8.99,NAN,http://books.google.com/books/content?id=w7FfrQxhnxEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/44652.Fablehaven,2006.0,99390.0,2006.0,1,1,2006.0
"Faefever (Fever, #3)",Karen Marie Moning,4.34,Fiction,8.99,NAN,http://books.google.com/books/content?id=-YAfEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2702704-faefever,2008.0,68452.0,2008.0,1,3,2008.0
Fahrenheit 451,Ray Bradbury,3.97,Unknown,8.99,NAN,http://books.google.com/books/content?id=FJe4b2Un4H4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13079982-fahrenheit-451,1953.0,570498.0,1953.0,0,1,1953.0
"Fallen (Fallen, #1)",Lauren Kate,3.72,Unknown,8.99,NAN,,https://www.goodreads.com/book/show/6487308-fallen,2009.0,395296.0,2009.0,0,0,2009.0
Fangirl,Rainbow Rowell,3.94,Comics & Graphic Novels,5.99,EUR,http://books.google.com/books/content?id=6cxUEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/16068905-fangirl,2013.0,340379.0,2013.0,0,0,2013.0
"Fantasy Lover (Hunter Legends, #1)",Sherrilyn Kenyon,4.11,Fiction,2.72,EUR,http://books.google.com/books/content?id=4Q5DEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/84136.Fantasy_Lover,,,,1,1,
Far From the Madding Crowd,Thomas Hardy,4.11,Fiction,8.99,NAN,http://books.google.com/books/content?id=FQn6uIxMaXEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/31463.Far_From_the_Madding_Crowd,,,,1,1,
"Faust, First Part",Johann Wolfgang von Goethe,4.11,Unknown,8.99,NAN,http://books.google.com/books/content?id=ma2RzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/14706.Faust_First_Part,,,,1,1,
Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Hunter S. Thompson,4.06,Biography & Autobiography,9.09,EUR,http://books.google.com/books/content?id=R11qaqN4jzQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7745.Fear_and_Loathing_in_Las_Vegas,,,,1,1,
Ficciones,Jorge Luis Borges,4.11,Fiction,7.49,EUR,http://books.google.com/books/content?id=bJEfjl2INGMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/426504.Ficciones,,,,1,1,
"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,3.83,Fiction,8.99,NAN,http://books.google.com/books/content?id=dGGTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/11857408-fifty-shades-darker,2011.0,552059.0,2011.0,0,0,2011.0
"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,3.83,Fiction,8.99,NAN,http://books.google.com/books/content?id=nDDCwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/13536860-fifty-shades-freed,2012.0,387290.0,2012.0,0,0,2012.0
"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,3.67,Fiction,9.99,EUR,http://books.google.com/books/content?id=egN2EAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/10818853-fifty-shades-of-grey,2011.0,1338493.0,2011.0,0,0,2011.0
Fight Club,Chuck Palahniuk,4.18,Fiction,8.99,EUR,http://books.google.com/books/content?id=YgtQHP6srPAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/36236124-fight-club,1996.0,365349.0,1996.0,1,1,1996.0
Final Girls,Riley Sager,3.82,Unknown,8.99,NAN,,https://www.goodreads.com/book/show/32796253-final-girls,,,,0,0,
"Finale (Hush, Hush, #4)",Becca Fitzpatrick,4.22,Juvenile Fiction,8.99,NAN,http://books.google.com/books/content?id=cwJoKDaV6NIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12751687-finale,2012.0,107569.0,2012.0,1,1,2012.0
"Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose",Diamante Lavendar,4.11,Poetry,8.99,NAN,http://books.google.com/books/content?id=_M6UuAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/40593473-finding-hope-in-the-darkness-of-grief,,,,1,1,
Fingersmith,Sarah Waters,4.02,Fiction,5.49,EUR,http://books.google.com/books/content?id=ei48Vqfu1NwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/8913370-fingersmith,2002.0,41761.0,2002.0,0,1,2002.0
"Fire (Graceling Realm, #2)",Kristin Cashore,4.12,Fiction,5.99,EUR,http://books.google.com/books/content?id=jIkCM2HoKckC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6137154-fire,2009.0,98180.0,2009.0,1,1,2009.0
Flow Down Like Silver,Ki Longfellow,4.01,Fiction,8.99,NAN,http://books.google.com/books/content?id=v4-QQAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/6801755-flow-down-like-silver,,,,0,1,
"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,3.85,Fiction,14.83,EUR,http://books.google.com/books/content?id=CElIqGBvyusC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/43448.Flowers_in_the_Attic,1979.0,109063.0,1979.0,0,0,1979.0
For Whom the Bell Tolls,Ernest Hemingway,3.99,Fiction,14.83,EUR,http://books.google.com/books/content?id=TdVQAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/46170.For_Whom_the_Bell_Tolls,1940.0,195063.0,1940.0,0,1,1940.0
"Forrest Gump (Forrest Gump, #1)",Winston Groom,4.06,Fiction,8.99,EUR,http://books.google.com/books/content?id=-zA1-8lVYP0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/186190.Forrest_Gump,1986.0,45660.0,1986.0,1,1,1986.0
Foucault’s Pendulum,Umberto Eco,4.11,Fiction,8.99,EUR,http://books.google.com/books/content?id=_JJOBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/17841.Foucault_s_Pendulum,,,,1,1,
"Foundation (Foundation, #1)",Isaac Asimov,4.17,Unknown,8.99,NAN,,https://www.goodreads.com/book/show/29579.Foundation,,,,1,1,
"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,4.57,Study Aids,2.44,EUR,http://books.google.com/books/content?id=gK9yEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/61431922-fourth-wing,,,,1,3,
Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,3.9,Fiction,9.09,EUR,http://books.google.com/books/content?id=bWOuDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/35031085-frankenstein,,,,0,0,
Franny and Zooey,J.D. Salinger,3.96,Fiction,8.99,EUR,http://books.google.com/books/content?id=nZunDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/5113.Franny_and_Zooey,1961.0,152906.0,1961.0,0,1,1961.0
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,4.11,Business & Economics,14.99,EUR,http://books.google.com/books/content?id=kxsQhM4D8uIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/1202.Freakonomics,,,,1,1,
Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,4.28,Alabama,8.99,NAN,http://books.google.com/books/content?id=8yhH7Qs4eRkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/9375.Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe,1987.0,207508.0,1987.0,1,3,1987.0
"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,4.11,Fiction,8.99,EUR,http://books.google.com/books/content?id=SpXZDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/52831200-from-blood-and-ash,,,,1,1,
"From Dead to Worse (Sookie Stackhouse, #8)",Charlaine Harris,4.01,Fiction,8.44,EUR,http://books.google.com/books/content?id=zGppbLsKZZIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2233407.From_Dead_to_Worse,2008.0,151095.0,2008.0,0,1,2008.0
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,4.15,Juvenile Fiction,7.19,EUR,http://books.google.com/books/content?id=kPFLCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler,1967.0,134537.0,1967.0,1,1,1967.0
"Frostbite (Vampire Academy, #2)",Richelle Mead,4.25,Juvenile Fiction,8.99,NAN,http://books.google.com/books/content?id=RxuU35ZmkvoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/2282133.Frostbite,2008.0,256745.0,2008.0,1,3,2008.0
"Gabriel's Inferno (Gabriel's Inferno, #1)",Sylvain Reynard,4.02,Fiction,8.99,NAN,http://books.google.com/books/content?id=CbLOuqfEdHcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10140661-gabriel-s-inferno,2011.0,119633.0,2011.0,0,1,2011.0
Galveston,Nic Pizzolatto,3.72,Fiction,8.99,NAN,http://books.google.com/books/content?id=aqDQAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7203669-galveston,2004.0,7601.0,2004.0,0,0,2004.0
Geek Love,Katherine Dunn,3.98,Fiction,3.49,EUR,http://books.google.com/books/content?id=efJGBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13872.Geek_Love,1989.0,41176.0,1989.0,0,1,1989.0
Germinal,Émile Zola,4.11,Fiction,3.99,EUR,http://books.google.com/books/content?id=_ltvAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/28407.Germinal,,,,1,1,
Get Rich or Get Lucky,Max Nowaz,4.11,Fiction,8.99,NAN,http://books.google.com/books/content?id=R77eDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/33623824-get-rich-or-get-lucky,,,,1,1,
Gift from the Sea,Anne Morrow Lindbergh,4.18,Literary Collections,14.99,EUR,http://books.google.com/books/content?id=OwL-rJFMggQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/77295.Gift_from_the_Sea,1955.0,30741.0,1955.0,1,1,1955.0
Giovanni’s Room,James Baldwin,4.11,Fiction,29.65,EUR,http://books.google.com/books/content?id=_fT-EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/38462.Giovanni_s_Room,,,,2,2,
Girl with a Pearl Earring,Tracy Chevalier,3.93,Fiction,6.29,EUR,http://books.google.com/books/content?id=2XVt8Zrpy0kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2865.Girl_with_a_Pearl_Earring,1999.0,467577.0,1999.0,0,0,1999.0
"Girl, Interrupted",Susanna Kaysen,3.9,Biography & Autobiography,10.87,EUR,http://books.google.com/books/content?id=N4mdjv3tnNQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/68783.Girl_Interrupted,1993.0,145161.0,1993.0,0,0,1993.0
"Glass Houses (The Morganville Vampires, #1)",Rachel Caine,3.92,Young Adult Fiction,7.19,EUR,http://books.google.com/books/content?id=kw2KAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/27266.Glass_Houses,2006.0,77454.0,2006.0,0,0,2006.0
Go Ask Alice,Beatrice Sparks,3.74,Juvenile Fiction,8.99,NAN,http://books.google.com/books/content?id=pf1iEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/46799.Go_Ask_Alice,,,,0,0,
"God Is the Cure, Love Is the Answer: A Memoir",Aimee Cabo Nikolov,4.11,Biography & Autobiography,8.99,NAN,http://books.google.com/books/content?id=jkCJzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/64653012-god-is-the-cure-love-is-the-answer,,,,1,1,
"Gone (Gone, #1)",Michael  Grant,3.85,Unknown,8.99,NAN,,https://www.goodreads.com/book/show/2536134.Gone,2008.0,144606.0,2008.0,0,0,2008.0
Gone Girl,Gillian Flynn,4.14,Fiction,12.14,EUR,http://books.google.com/books/content?id=L25K1tY5WyoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/19288043-gone-girl,2012.0,512475.0,2012.0,1,1,2012.0
Gone with the Wind,Margaret Mitchell,4.31,United States,8.99,NAN,,https://www.goodreads.com/book/show/18405.Gone_with_the_Wind,1936.0,873981.0,1936.0,1,3,1936.0
"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Holly  Jackson,4.11,Young Adult Fiction,34.99,EUR,http://books.google.com/books/content?id=YIk0EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/51335759-good-girl-bad-blood,,,,2,2,
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,4.25,Fiction,5.69,EUR,http://books.google.com/books/content?id=-o-2KpQlFNsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12067.Good_Omens,,,,1,3,
Goodnight Moon,Margaret Wise Brown,4.32,Unknown,8.99,NAN,,https://www.goodreads.com/book/show/32929.Goodnight_Moon,,,,1,3,
"Graceling (Graceling Realm, #1)",Kristin Cashore,4.06,Young Adult Fiction,8.99,NAN,http://books.google.com/books/content?id=IDQKEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3236307-graceling,2008.0,281185.0,2008.0,1,1,2008.0
Gravity’s Rainbow,Thomas Pynchon,4.11,Fiction,4.92,EUR,http://books.google.com/books/content?id=GGPm4I3BbxAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/415.Gravity_s_Rainbow,,,,1,1,
Gray After Dark,Noelle W. Ihli,4.11,Fiction,8.99,NAN,http://books.google.com/books/content?id=rBdXEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/204787816-gray-after-dark,,,,1,1,
Great Expectations,Charles Dickens,3.8,Unknown,8.99,NAN,http://books.google.com/books/content?id=fhUXAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2623.Great_Expectations,1860.0,459247.0,1860.0,0,0,1860.0
Green Eggs and Ham,Dr. Seuss,4.31,Juvenile Fiction,4.04,EUR,http://books.google.com/books/content?id=ZK7xAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/23772.Green_Eggs_and_Ham,,,,1,3,
Grimm's Fairy Tales,Jacob Grimm,4.11,Fiction,8.99,NAN,http://books.google.com/books/content?id=Pq-TDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/19351490-grimm-s-fairy-tales,,,,1,1,
"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,4.11,Fiction,8.99,EUR,http://books.google.com/books/content?id=Bh9VrfptqScC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/64216.Guards_Guards_,,,,1,1,
"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",Laurell K. Hamilton,4.02,Fiction,8.44,EUR,http://books.google.com/books/content?id=-vQf-PtZq90C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/30281.Guilty_Pleasures,1993.0,104252.0,1993.0,0,1,1993.0
Gulliver’s Travels,Jonathan Swift,3.59,Fiction,8.99,NAN,http://books.google.com/books/content?id=QHRFskXOoocC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7733.Gulliver_s_Travels,,,,0,0,
